positive,negative,rating
"Smestaj je u mirnoj ulici na odlicnoj lokaciji, blizu centra. Osoblje ljubazno i predusretljivo. Dostupan besplatan parking. Udobni kreveti.",Zvucna izolacija ka hodniku bi mogla biti bolja,8
Lokacija objekta je izuzetna. Osoblje je bilo veoma ljubazno i od velike pomoći u izboru mesta za večeru. Parking za goste hotela je velika prednost.,Nemam nikakve primedbe.,10
Odlična lokacija. Centar grada. Mirna ulica bez gužve.,,9
"Lokacija je odlicna, kuca zadovoljava sve potrebe vece ekipe. Poseban utisak na nas je ostavila crna devojka sa recepcije, sve pohvale na ljubaznosti i profesionalnosti.",,10
Udobnost kreveta,Mali apartman,10
"Sve je bilo OK, naročito gostoprimnost  na recepciji i kako je sve bilo čisto i zategnuto u velikoj sobi.",Malo kupatilo,9
Čistoća,Sve je oki,8
"Lokacija je zaista odlična. Većinu lokacija koje smo planirali obići mogli smo obići peške jer je sve blizu kao kej, tvrđava, centar, šetalište, kazandžijsko sokače. Vozilo smo koristili samo za obilazak ĆELE Kule i za obilazak Niške banje",Pansion u prizemlju. To je uglavnom jedino što nam nije baš odgovaralo.,8
"Izuzetno ljubazno osoblje, i što je sve kako je napisano i na slikama. Sve preporuke.",,10
Sve je bilo u najboljem redu...,,10
"Bukvalno sve!! Odlicna lokacija, cisto, udobno, ljubazno osoblje koje je tu za sve!!! Ovo je drugi put da smo bile a i svaki sledeci cemo iskljucivo tu da se vratimo!",,10
"Pristupacnost osoblja i fantasticna lokacija.
I naravno - besplatan privatni parking.",,10
"Lokacija smestaja je odlicna. 2 min od tvrdjave i centra. Stigli smo po najvecem nevremenu sa autoputa sa bebom. Devojka na recepciji koja nas je docekala, predlozila je da zamenimo sobu ako zelimo, jer se u nasu ulazilo sa spoljne strane, da ne bi kisnuli sa malom bebom. Vrlo predusretljivo i oberucke smo prihvatili. Smestaj je bio odlican i vrlo povoljan. S obzirom da je bilo nevreme, pomogla nam je i oko dostave hrane da ne bi izlazili napolje. Sutradan smo dobili sve informacije sta se moze pogledati u okolini i predlozili su da ostavimo auto kod njih na tih par sati (da ne trazimo parking u zoni) jer je trenutno bilo slobodnog mesta. Druga devojka,Ana, koja je radila na recepciji se zaista potrudila da nam ugodjaj bude maksimalno rasterecujuci.
Vraticemo se sigurno opet, a i preporucicemo svima koji zele da posete Nis da tu odsedaju, jer zaista su odlicni i kao domacini.",,10
"Sve u najboljem redu. Lokacija odlicna,parking tu ispred smestaja,centar na laganih 3 minuta hoda",,10
"Lokacija fantasticna,sam centar grada! Kreveti udobni, cisto je...nemam zamerki!",,9
Prva stvar koja me je oduševila kada sam ušla u sobu bio je raspored nameštaja. Krevet je bio preudoban.,Tuš kabini nedostaje deo pa je bilo malo nezgodno tokom tuširanja,9
"Parking je odlican, blizina centra i pjesacke zone, vrlo ljubazno osoblje, izuzetno cisto.",Nasa smjestajna jedinica nije prigodna za visednevni boravak.,8
"Odlicna lokacija, privatni parking i 24/7  recepcija",Male sobe odmah iznad parkinga i uska parking mesta,8
"Sve preporuke 🥰🤗..Osoblje je veoma ljubazno  i izacice Vam u susret sta god da Vam zatreba...Inace smestaj je u blizini centra i svi lokali(kafici,restorani itd) su Vam na dohvat ruke..Naravno tu je i kej 😎 za setnjicu toop",,10
"Lokacija odlicna,veoma blizu grada 2min hoda
Sobe sa wc-om,veoma pristojno,klima,bez buke.",Parking je malo tjesan ali okej,10
Lokacija objekta je fenomenalna .,Zvucna izolacija izmedju aparmana je losija .,9
"Ljubazno osoblje,dobra lokacija.Sve preporuke",,9
Sve je bilo savrseno,Poboljsati wi-fi konekciju,9
"Ljubazno osoblje koje je na raspolaganju 24h, blizina centra i tvrđave, čistoća apartmana.","Nedostatak je što apartman nema kuhinju, neispravni držači za peškir i wc papir.",10
"Udobno, u centru grada, mirno.",Neispravan odliv u tuš kabini. To treba da sanirate.,10
Odličan odnos cene i kvaliteta!,,10
Osoblje je za svaku pohvalu,,9
Sve,Nista,10
"Apartman se nalazi blizu centra, na odličnoj je lokaciji. U sklopu apartmana se nalazi recepcija koja radi 24h. Takođe postoji obezbeđen parking. Bilo je čisto, kreveti su udobni, osoblje prijatno. Sve preporuke.",,10
Sve je savršeno 😃,,10
"Super lokacija blizu centra, pristojan smeštaj, čist.",,10
Hostesa je izuzetno ljubazna,,9
Lokacija,"Higijena,skrckanje namestaja Cele noći,jedva mlaka Voda bez tople",8
Solidan smeštaj. Veoma blizu centra. Sve je bilo čisto i uredno. Osoblje je ljubazno 😊,,10
Sve je bilo odlicno!!!,,10
Lokacija odlična...sve pohvale za devojke sa recepcije...posebno se zahvaljujemo devojci koja je uspešno rešila nesporazum oko parkinga...,Malo bučnija klima koja je non-stop radila...ostalo je sve bilo ok...,8
Lokacija super. Smeštaj solidan. Postoji krevetac za bebe.  Automobil na sigurnom.,Potrbno toplije kupatilo. Ostalo ok,9
"Odlična lokacija, udobni kreveti  i ljubazno osoblje.",,8
"Dopalo mi se higijena, osoblje.
Sve pohvale za cure koje rade tu. Cista 10 za komunikaciju","Ne svidja mi se to sto su zidovi tanki, tokom seks se cuju gosti koji su pored vas, bukvalo svaki pokret kreveta😂😂 tako da i vas moze neko da cuje 🤣🤣😂",10
"Uredno, čisto, osoblje ljubazno, stoje na usluzi za sve sto je potrebno, super je sto postoji parking za goste 🙂, lokacija je odlicna. Moje preporuke za smeštaj ❤️",,10
"Lokacija, cistoca,parking",-,10
"Aparman blizu setalista,tvrdjave ,centra","Bracni krevet,posteljina nije bila bas cista",8
Dobra lokacija,Nije siguran parking iako ga rezervisete,9
Sve,,10
"Uvjek se vracam u ovaj smjestaj, Cisto, osoblje prijatno, vrhunska lokacija.",Nemam zamerki,10
"Čisto, toplo, odlična usluga I lokacija.",,10
"Sve je veoma cisto, na odlicnoj lokaciji. Zaposleni su veoma prijatni.","Slike apartmana koji smo rezervisali ne odgovaraju onom koji smo dobili. Rezervisan je apartman za 4 osobe sa dve sobe, a dobili smo sobu sa 4 kreveta.",8
"Apartman je čist i svetao na odlicnoj lokaciji, docekao nas je šampanjac u apartmanu.",,10
"Odlična lokacija, odličan smeštaj za uložen novac",Mala parking mesta,8
"Sve je bilo odlicno, krevet jako udoban, cisto, toplo... Cerka i ja smo uzivale.",,10
"Lokacija, čistoća",,8
Sve,,10
"Osoblje veoma ljubazno.
Lokacija extra!!",,10
Lokacija i ljubaznost.,,10
Super,,10
Skoro sve.,Nije bilo tople vode.,9
"Apsolutno sve! Cisto, udobno, toplo, mirno! Divno osoblje!!! Sve preporuke!!!",,10
"Čisto i uredno, ljubazno osoblje!","Malo je bilo sveže ako se sedi unutra, za spavanje je bilo ok.",8
"Lep prostor, kreveti preudobni","Kupatilo, moglo je biti cistije",10
Lokacija je dobra. Doručak nije ulazio u aranžman.,Prozor je krovni. Više mi se sviđaju sobe sa zidnim prozorima.,8
Smeštaj je udoban i čist. Lokacija odlična.,"Nije bilo kuhinje sa rešoom kakvu smo očekivali u sobi. Ili je možda bila zajednička, ali je mi nismo našli.",10
,Loše je grejanje. Pored dva grejna tela u dve sobe bio je i jedan uljani radijator i i dalje se nije mogla postici temperatura u sobama za normalno funkcionisanje.,8
Objekat se nalazi u blizini centra. Osoblje je veoma ljubazno i uslužno!,,9
Uredno.Blizu centra.Ima parking.Usluzno osoblje.,Nedostaju pepeljare ispred soba.,9
"Jako ljubazan domaćin. Udobno, čisto i toplo...Lokacija odlična. Uslužni parking. Svaka preporuka...",,10
Odličan odnosno cene i kvaliteta. Posebna pohvala za ljubaznost Ivane sa recepcije.,,10
"Apartman je bio čist, osoblje na recepciji ljubazno. Ispunili su moje očekivanje.",,10
"Kao i uvek, prostor je cist, uredjen i odaje utisak brizne celine. Ovog puta se necu baviti sobama, mislim da sam vec dosta o tome pisao, vec hodicima. Hodnikom, en général. Paznju skrecu interesantni viktorijanski detalji, jasno gde je moguce. U izdvojenom delu, iznad garaza, svkako to nije slucaj. Simpatican detalj, nazalost u dnu hodnika, vidljiv gostima samo soba na kraju, za sada.",,10
Licno se uvek radujem kada primetim novitete. Ovog puta je to indukciona ploca u kuhinji. Mala ali efikasna. Neko ima i plan i stil u obnavljanju kapaciteta. Nije samo puko: - daj! Sve pohvale.,"Mala sofa i sarm dnevnog prostora u 208 je otisla u istoriju, sa razlogom ili ne, ostaju nam secanja...",9
"Lokacija je super, blizu je centra, parking je veliki plus.",Kupatilo nije delovalo čisto. Bilo je hladno u sobi.,8
Zaista svaka moguća preporuka za ovaj smeštaj.,,10
"Odlična lokacija, obezbeđen parking.",,9
Sve je bilo odlično. Sve preporuke 👍 👍,,10
Apartmani u centru grada.Ljubazno osoblje,Problemi sa parking mestom,9
"Visoko cenim ove ankete jer zaista vidim promene u odnosu na zapazanja koje sam iznosio tokom proteklih putovanja i gostovanja, tek posustali reso je zamenio primus plin grejac u kuhinjici umesto jedne krparice na veliko prostoru parketa apartmana osvanule su dve. nema sumnje da se o svakoj sitnici itekako vodi racuna kako od strane uprave tako i od predusretljivog osoblja.","Moguce je da apartmani nisu direktan ""krivac za odudtvo WI - FI ja nedeljom popodne, ali desilo se. Srecom kablovski sadrzaj je jos uvek dovoljno interesantan",10
"Lokacija savršena, osoblje ljubazno, higijena na visokom nivou...od nas svaka preporuka!",,10
"Sve je bilo super, apartman dovoljan za 4 osobe. 
Soba čista, topla sa kupatilom. U sobi ima frižider,grejanje, klima, TV i kuvalo. Na stolu su nas dočekali kesice sa čajem i kafom. Napolju ima besplatan parking za goste. Blizu centra grada.Sve preporuke",/,10
"Dobra lokacija, cisto i uredno. Izasli su nam u susret da se cekiramo ranije zbog obaveza koje smo imali.","Problem sa parkingom, nije bilo mesta pa su nas budili u 6 ujutru da se preparkiramo.",8
"Lokacija blizu centra, parking obezbedjen.",Nismo imali nikakve zamerke.,9
Sve je bilo super,,9
"Izuzetno profesionalni, bolje nego u Hiltonu
Personal, sobe, usluga
Vrlo povoljno
Za svaku pohvalu",,10
"Apartman je blizu centra, a ipak na tihom mestu. Osoblje uslužno i veoma ljubazno uvek spremno da pomogne i reši situacije. Imali smo besplatan parking što nam je značilo. Osoblje nam je uvek bilo na usluzi i davalo predloge za obilaske.",,10
"Prostran i uredan smeštaj sa prelepim dvorištem na par minuta od centra. Sve je bilo uredno, a osoblje maksimalno uslužno i prijatno. Idealan smeštaj i za odmor i za posao.",Nema negativnih komentara.,10
"Osoblje vrlo ljubazno, sve je čisto i udobno, dobra lokacija, smeštaj je kao i na slici, nemamo zamerki.",,10
"Sve je odlično, lokacija, usluga, parking.",Neispravna sijalica u apartmanu.,10
Sve je bilo ok,Sve je ok,10
"Soba 205 je takodje u visokom standardu ponude Only One Suites na koju smo srecom, lako navikli. Vrlo kratko vredi i spada u one gde se rado vraca.","Noc 12/13.6. je bila kisna, menadzment verovatno i ne zna da visokopozicioniran krovni prozor u sobi 205 pusta kapi usled obilnih padavina. Sada to nije problem ali kisna jesen ide.",9
"Sobu 203 zovem ""zimskom sobom"", zbog toga sto je dosta ""ususkana"", a poseduje i dva izvora grejanja/hladjenja. Prozor je okrenut ka dvoristu i mir u sobi je u iskljucivoj zavisnosti od nas, samih gostiju. Koliko smo tihi iduci prema parkingu, dvorisnim sobama, toliko smo na smetnji ili u diskreciji ostalima. Do nas je, Nije prvi put!",Jedan stucan pogled da sve daljinske upravljace ustedece nam dosta nerava. Ponekad dva nije ni potrebno. Ja sam uspeo sa jednim i to u vreme utakmice nase reprezentacije. Na vreme krenuo u proveru. :),9
"Stvarno izvanredan smeataj,sve preporuke ...osoblje lepo i ljubazno😍",,10
"Lokacija odlicna.,obezbedjen parking .",,9
"Odlična lokacija, veoma čisto, ljubazno osoblje.",,9
"Uredno,čisto, odlična lokacija, ljubazno osoblje.",Nema zamjerki.,10
Soba 207 je izuzetno prostrana i konceptualizovana za kratak boravak. Prozracna cini sve da covek zeli uvek da se vrati ponovo. Po dosadasnjem iskustvu kao i br. 208 cine najbolju ponudu ovog subjekta.,"U sobi 207 jedan zid je od stakla ili je vec povrsina staklena, i to ona do ulice. Tokom mog boravka (3/4. V) doziveo sam da sa spoljne strane, dakle sa strane ulice, neko permanentno kuca u 6,00 ujutru. I to u tri puta sto iskljucuje slucajnost obesnog prolaznika. Nadam se da je greska a ne sporazumevanje osoblja koje unutra radi jer su u tom slucaju potpuno promasili profesiju i ""ne dobacuju"" da rade u industriji odmora koja ih izdrzava. Da je u pitanju pekara razumeo bi u potpunosti.",9
,Nismo smeli da sviramo gitaru 😞😞😞😞,10
Mir,,9
Pocev od osoblja do soba…,,10
"Lokacija je odlicna, osoblje ljubazno i predusretljivo.","U sobi se oseca miris cigara. Jasno mi je da to nije odgovornost zaposlenih, to je problem gostiju koji krse zabranu, ali mozda ne bi bilo lose da se ugradi nekakav detektor dima.",9
"Osoblje ljubazno,parking i dostava večere od lokalnog restorana.",Nemam ništa po ovom pitanju.,10
"Sve. Od osoblja, divne devojke, do smeštaja.",Sve mi se dopalo. Nemam zamerke.,10
"sve,pocev od osoblja do apartmana",bez zamerke,10
"Ljubaznost osoblja, čistoća, udobnost... Bukvalno sve na odličnom nivou.",Ne postoji zamerka.,10
"Lokacija izuzetna, osoblje ljubazno.
Sve je na svom mestu",,9
Lokacija u samom centru grada!,,10
,"Bilo bi dobro imati, narocito zimi, neku stazu vise na podu. Brodski pod je u principu topao ali jedan tepih je relativno malo za vece sobe (npr. 308)",9
"Локација, целокупан простор, соба и купатило, дозвољено пушење, запослени, однос цене и квалитета... Све је то за похвалу.","Душеци мало чудни ал да кажемо да су ок.

Ал јастуци су огромни и превисоки, изломисмо вратове на њима.",8
Sjajna lokacija i preljubazno osoblje,Sve je bilo savrseno,10
"Odlična lokacija, dobar internet, ljubazno osoblje.","Apartman je bio za nepušače, ali se osećao dim cigareta od prethodnih gostiju.",8
...,....,10
"Osoblje ljubazno i sve je besprekorno čisto, sve preporuke.",,10
Lokacija Odlicna,,10
"Parking je u dvorištu koje se zatvara noću, maximalno bezbedno...sve je lepo uredjeno, udobno i čisto...osoblje ljubazno 🤗",,10
"Osoblje fenomenalno, par minuta od centra pešaka. Apartmani lepi, čisti i odličnog sadržaja. Čista 10ka!",,10
"Sjajno osoblje, odličan smeštaj, lokacija sam centar grada, plus privatni parking obezbeđen (dozvoljeno mi je da ostavim auto na njihovom parkingu i pošto sam se odjavio)! 👏",,10
Dopala mi se devojka sa recepcije 😂,Bilo je sve OK,10
"Локација је одлична, соба је чиста.","Што нема туш-кабине у соби, већ је иза завесе ђакузи. Уопште нема врата него завеса. Тотално непрактично.",8
"Odlična lokacija, ljubazno osoblje, pristupačna cena",Kreveti su dosta neudobni i škripe (čuju se u susednoj sobi),9
"Sasvim pristojan smeštaj za noć. Nema se šta zameriti. Dobar odnos cene i kvaliteta. Lokcija je odlična, privatan parking, veliki kreveti. Taman.",,9
"Osoblje ljubazno, apartman čist, lokacija odlična, velika prednost je što imaju privatan parking.",Jedina zamerka je što ne primaju kartice.,10
"Lokacija je odlična, 2 ulice od samog centra, besplatan parking, prodavnice u blizini, sve u svemu sasvim lep smeštaj, zadovoljni smo 😁","Previše zvučne stepenice, odzvanjaju pri svakom koraku, krevet škripi strašno, sa druge strane je udoban veoma",8
"Sve nam se dopalo, posebno domaćini! Prostor je divan, lokacija sjajna. Sve je extra, više nego zadovoljni.  Preporučujemo svima! 
⭐⭐⭐⭐⭐+",,10
"Smestaj uredan, higijena na visokom nivou. Smestaj na lepoj lokaciji, osoblje ljubazno. Sve preporuke.",,10
"Soba je u potkrovlju, dosta prostrana sa malom čajnom kuhinjom. Kreveti su udobni i sve je bilo veoma čisto. Odličan smeštaj na samo 150 m od centra grada i tvrđave. Parking je obezbeđen i ako želite da obiđete grad auto vam nije ni potreban. Soba je bila čista  kao i kupatilo. Za kraći boravak odličan izbor. Cena smeštaja je odlična za pruženu uslugu. Pored smeštaja možete iznajmiti i električne trotinete.",Jedini nedostatak je po meni šampon i gel za tuširanje u kesicama. Tečni sapun i dozerima je verovatno dugo stajao i nema  baš najprijatniji miris tako da ga nismo koristili.,9
